NO,Lon,Lat,lat,Alt,alt,Eco,flux,MAT,LAI,SOC,SWC,YN
271,101.29,37.62,3,3250,4,Grassland,780.5,-0.079097011,0.723953488,1.13,0.087381699,LT
272,102.55,32.8,3,3600,4,Grassland,1091,2.034993851,1.14338726,39.4,0.153592465,LT
273,107.68,35.23,3,1220,2,Grassland,574.5,10.6388573,0.688184923,0.65,0.063122169,NLT
274,123.76,46,4,142,1,Grassland,219,5.523630137,0.540899899,1.37,0.146396686,NLT
275,100.85,36.95,3,3140,4,Grassland,452.1566667,1.733024161,0.585674081,1.2,0.181793944,LT
276,124.03,45.75,4,1130,2,Grassland,203,5.637721043,0.610374115,1.95,0.132493667,NLT
277,115.71,29.29,2,60,1,Grassland,1145,19.43044801,2.355682508,1.12,0.383957163,NLT
278,117.65,27.74,2,2100,3,Grassland,844,10.45499366,5.499575329,1.8,0.088619551,NLT
279,99.93,38.42,3,3050,4,Grassland,939,-0.892733356,0.393104146,1.41,0.062392558,LT
280,104.15,35.95,3,1966,2,Grassland,214.5,8.419993708,0.202467139,0.46,0.056750189,NLT
281,100.22,34.46,3,3947,4,Grassland,473,0.612721156,0.697664307,3.02,0.100788542,LT
282,92.94,34.73,3,4700,4,Grassland,308.5,-4.750005997,0.141304348,1.41,0.094185239,LT
283,101.2,37.5,3,3200,4,Grassland,696,-3.418460573,0.63044932,3.02,0.070657982,LT
284,116.83,43.51,4,1343,2,Grassland,254.325,1.68965295,0.260480283,0.5,0.093971483,LT
285,116.55,43.54,4,1130,2,Grassland,148,2.982721103,0.191673408,0.4,0.106181277,LT
286,115.9,44.09,4,970,1,Grassland,122.8875,3.423289275,0.121218403,1.2,0.091455062,LT
287,100,38.24,3,2500,3,Grassland,476,0.168175711,0.351638018,1.13,0.059963448,LT
288,100.01,38.24,3,2600,3,Grassland,452,-0.790460631,0.41016178,1.13,0.059963448,LT
289,100.01,38.23,3,2700,3,Grassland,423,-0.790460631,0.41016178,1.13,0.059963448,LT
290,100.02,38.23,3,2800,3,Grassland,384,-0.790460631,0.41016178,1.13,0.059963448,LT
291,100.03,38.23,3,2900,3,Grassland,365,-0.790460631,0.41016178,1.13,0.059963448,LT
292,100.03,38.22,3,3000,3,Grassland,310,-0.790460631,0.41016178,1.13,0.059963448,LT
293,106.43,36.27,3,1974,2,Grassland,581,7.634993726,0.21182002,0.36,0.066304503,NLT
294,118.05,32,3,6,1,Grassland,1160.625,15.87567536,1.23385187,1.06,0.169179328,NLT
295,120.05,49.32,4,628,1,Grassland,519.1,-1.295006075,0.405588923,1.65,0.100048114,LT
296,116.68,43.57,4,1225,2,Grassland,375,2.041812033,0.220202224,1.28,0.109685156,LT
297,116.91,44.09,4,923,1,Grassland,128,2.213630211,0.215995956,0.4,0.10847583,LT
298,107.67,35.22,3,1095,2,Grassland,583,11.38192546,0.721373863,0.65,0.07374231,NLT
299,115.68,41.77,4,1380,2,Grassland,1812,3.104084737,0.4479818,0,0.11259882,LT
300,114.25,37.9,3,374,1,Grassland,602.85,13.08658452,0.6765091,0.36,0.073443979,NLT
301,116.27,44.81,4,1160,2,Grassland,252,3.360902912,0.115156724,1.2,0.092731979,LT
302,104.42,36.03,3,2400,3,Grassland,484.9942857,5.0768769,0.161184458,0.46,0.067406464,NLT
303,121.52,31.65,3,4,1,Grassland,2407,16.9918117,0.718493428,0.41,0.451564767,NLT
304,117.32,36.28,3,730,1,Grassland,429,15.17317538,0.812639029,0.74,0.10621439,NLT
305,116.68,43.55,4,1200,2,Grassland,278,2.041812033,0.258968655,0.4,0.110730763,LT
306,114.24,37.91,3,350,1,Grassland,710,12.56635725,0.589322548,0.98,0.066494777,NLT
307,105.47,31.27,3,500,1,Grassland,480,17.30226624,1.112093023,0.75,0.102724364,NLT
308,114.4,37,3,NA,NAA,Cropland,199,13.62999359,0.366521739,0.6,0.086852874,NLT
309,116.93,28.26,2,NA,NAA,Cropland,547.75,18.47999348,0.545454545,1,0.288366916,NLT
310,105.47,31.27,3,500,1,Cropland,241.4425,17.6774935,1.039782609,0.75,0.103107895,NLT
311,117.43,26.19,2,NA,NAA,Forest,866.6507692,20.60460882,4.845401338,1.24,0.093523195,NLT
312,116.78,43.55,4,1225,2,Grassland,375,1.406660532,0.311376812,0.4,0.104723184,LT
313,115.91,44.09,4,923,1,Grassland,128.6666667,3.499993818,0.117608696,1.2,0.089426628,LT
314,116.25,44,4,1225,2,Grassland,185.2,2.251993846,0.222565217,1.28,0.088403726,LT
315,114.37,30.03,3,NA,NAA,Cropland,308,18.18999349,0.661086957,0.83,0.344862376,NLT
316,114.37,30.03,3,NA,NAA,Forest,181,18.18999349,0.661086957,0.83,0.344862376,NLT
317,111.45,28.92,2,NA,NAA,Cropland,554.3333333,17.54332684,1.453405797,1.12,0.241839228,NLT
318,112.54,23.15,2,250,1,Forest,808,22.77999339,4.292608696,1.26,0.347769112,NLT
319,109.75,26.83,2,335,1,Forest,829,17.7399935,2.380434783,1.8,0.120143226,NLT
320,93.08,35.22,3,4767,4,Grassland,79.605,-4.990005992,0.058829052,1.41,0.099573299,LT
321,110.5,31,3,382,1,Forest,185,16.04999354,2.021086957,0.75,0.091475678,NLT
322,117.83,26.42,2,NA,NAA,Forest,915,20.13499345,2.904782609,1.45,0.092870608,NLT
323,116.55,43.59,4,1130,2,Grassland,184.8166667,2.643327171,0.204927536,1.65,0.091726568,LT
324,113.02,28.1,2,80,1,Forest,492.258,18.61399348,0.552608696,1.12,0.137650619,NLT
325,120,30.37,3,150,1,Forest,1151,17.7899935,1.647608696,1.31,0.170041797,NLT
326,112,33.5,3,1450,2,Forest,730.25,11.61999364,2.808913043,1.45,0.066736709,NLT
327,103.63,30,3,600,1,Forest,585,17.34999351,0.951956522,2.41,0.140706975,NLT
328,112.6,23.17,2,250,1,Forest,991.5,22.72999339,1.102065217,1.12,0.396908536,NLT
329,102,30,3,NA,NAA,Shrubland,554.3333333,2.309993845,2.483043478,1.41,0.06020331,LT
330,112.5,23.17,2,350,1,Forest,1126.7,21.14570771,4.342608696,1,0.278509247,NLT
331,112.23,29.49,2,NA,NAA,Wetland,580.0933333,17.5999935,0.982391304,1.07,0.212381265,NLT
332,121.12,31.2,3,NA,NAA,Cropland,742,17.28999351,0.719565217,0.8,0.201600097,NLT
333,117.91,24.4,2,NA,NAA,Wetland,650,21.73999341,0.461333333,0.46,0.20365844,NLT
334,117.92,29.13,2,170,1,Forest,494,17.40999351,4.63826087,1.12,0.1045574,NLT
335,112.37,37.73,3,NA,NAA,Grassland,1519.8,7.173993736,0.477695652,0.75,0.078779406,NLT
336,108.88,18.73,1,870,1,Forest,1673,18.85999347,7.545217391,1.8,0.6003159,NLT
337,108.87,18.73,1,880,1,Forest,1510,18.85999347,5.673478261,1.8,0.6003159,NLT
338,111.3,30.8,3,950,1,Forest,773.3333333,17.17999351,2.620666667,1.2,0.112037944,NLT
339,109.53,26.42,2,1353,2,Forest,795,15.40999355,3.254130435,1.45,0.100066999,NLT
340,109.53,26.42,2,1353,2,Shrubland,657.5,15.40999355,3.254130435,1.45,0.100066999,NLT
341,101.83,29.42,2,NA,NAA,Forest,775.5,3.099993827,0.830652174,1.41,0.051313658,LT
342,101.83,29.42,2,NA,NAA,Shrubland,1135,3.099993827,0.830652174,1.41,0.051313658,LT
343,114.25,37.9,3,387,1,Shrubland,464.1,12.92999361,0.763695652,0.36,0.068647209,NLT
344,114.26,37.9,3,381,1,Forest,648.5,12.92999361,0.779782609,0.36,0.068647209,NLT
345,105.85,34.25,3,1650,2,Forest,428.85,6.809993744,1.800434783,0.51,0.069079978,NLT
346,103.6,29.5,2,NA,NAA,Forest,427,18.83999348,1.474888889,1.45,0.082388006,NLT
347,121.5,31.67,3,NA,NAA,Cropland,1010,NaN,0.70326087,0.42,0.482306667,
348,121.5,31.67,3,NA,NAA,Forest,1007,NaN,0.70326087,0.42,0.482306667,
349,104.67,35.2,3,1200,2,Grassland,254.8333333,7.854993721,0.206352657,0.65,0.067025546,NLT
350,115.94,40.37,4,535,1,Forest,838,8.399993709,0.37326087,0.65,0.062631468,NLT
351,109.6,26.8,2,NA,NAA,Forest,511,15.63999355,2.935869565,1.24,0.113461063,NLT
352,113.83,29.67,2,161,1,Forest,897,16.50999353,1.294782609,0.83,0.434090908,NLT
353,101.27,21.92,2,568,1,Forest,770.5,22.74499339,4.219021739,1.17,0.068921525,NLT
354,121.96,31.53,3,NA,NAA,Wetland,487.7833333,NaN,0.71884058,NA,0.498315293,
355,113.35,23.17,2,NA,NAA,Forest,1118,21.97999341,1.25826087,1.12,0.13415735,NLT
356,115.53,39.96,3,1050,2,Forest,237,7.949993719,4.868043478,0.65,0.068659943,NLT
357,117.9,24.38,2,NA,NAA,Forest,188,22.2999934,0.499347826,0.46,NA,NLT
358,102.7,31.78,3,3215,4,Forest,955.3333333,-2.810006041,1.358695652,0.74,0.060435937,LT
359,120.15,30.23,3,NA,NAA,Cropland,430,17.35999351,2.246086957,0,0.262507598,NLT
360,118.72,32.2,3,NA,NAA,Forest,878.2,16.2866602,0.857117552,0.98,0.146332574,NLT
361,107.67,35.22,3,1095,2,Cropland,608.4271429,11.64427935,0.761708075,0.65,0.076156577,NLT
362,103.9,31.62,3,NA,NAA,Forest,578.7875,9.609993682,2.755200483,3.02,0.057443198,NLT
363,114.27,37.88,3,350,1,Forest,639.565,12.77999361,0.79673913,0.36,0.070344286,NLT
364,114.27,37.88,3,350,1,Shrubland,484,12.92999361,0.779782609,0.36,0.068647209,NLT
365,114.27,37.88,3,350,1,Grassland,704,12.92999361,0.779782609,0.36,0.068647209,NLT
366,103.23,29.7,2,600,1,Forest,427.815,18.18499349,3.909927536,1.45,0.090969112,NLT
367,110,27,2,NA,NAA,Forest,439,18.07999349,3.159782609,1.24,0.105745537,NLT
368,107.68,35.23,3,280,1,Cropland,511,10.19999367,0.700222222,0.65,0.056546071,NLT
369,120.43,30.42,3,200,1,Forest,755,17.18999351,0.911555556,1.12,0.161325287,NLT
370,105.03,32.53,3,1300,2,Desert,69.5,13.65999359,2.668478261,0.98,0.05296507,NLT
371,121.97,31.63,3,NA,NAA,Wetland,1157,NaN,0,NA,NA,
372,119.23,30.2,3,NA,NAA,Forest,571,16.27999353,3.900888889,3.07,0.077857171,NLT
373,117.97,26.8,2,NA,NAA,Forest,837,19.36999346,4.214347826,1.12,0.097094969,NLT
374,121.65,29.87,2,200,1,Forest,947.935,17.25999351,0.418478261,1.2,0.486542726,NLT
375,116.42,40.08,4,NA,NAA,Forest,1462,12.58999362,0.303913043,0.41,0.034083082,NLT
376,109.53,36.39,3,1395,2,Forest,987.3333333,8.009993717,1.051521739,0.79,0.072663706,NLT
377,106.8,22.08,2,NA,NAA,Forest,1816,22.4199934,2.898043478,0.98,0.100583505,NLT
378,116.8,42.18,4,1324,2,Grassland,720,3.004438274,0.300116479,0.43,0.087900453,LT
379,107.12,26.97,2,1250,2,Forest,844.29,13.63999359,1.641304348,1.16,0.082643657,NLT
380,106.98,27.05,2,1250,2,Forest,779.95,14.07999358,1.349782609,1.08,0.090771225,NLT
381,106.85,26.88,2,1225,2,Forest,949.87,13.65999359,1.512173913,1.08,0.079849786,NLT
382,105.03,37.53,3,1330,2,Shrubland,176.72,9.179993691,0.045913044,0.43,0.087602342,NLT
383,112.51,23.15,2,200,1,Forest,1484.833333,22.61999339,4.359565217,1.26,0.392868518,NLT
384,119.61,26.07,2,450,1,Forest,1029.34,20.58999344,0.923695652,1.24,0.504234866,NLT
385,112.55,37.87,3,1019,2,Shrubland,1085.5,11.54999364,0.2,0,0.052590308,NLT
386,108.33,33.38,3,NA,NAA,Forest,2528.79,9.649993681,3.029583333,1.45,0.060383929,NLT
387,110.52,31.35,3,780,1,Forest,615.71,11.64999364,3.064130435,0.74,0.06034705,NLT
388,110.52,31.3,3,1970,2,Forest,657.72,10.55999366,3.256086957,0.74,0.064047382,NLT
389,112.59,37.8,3,785,1,Cropland,1502.38,11.23999365,0.145434783,0.6,0.051489808,NLT
390,117.64,26.26,2,NA,NAA,Forest,924.1166667,18.40499349,3.912717391,1,0.083124681,NLT
391,108.94,34.26,3,NA,NAA,Grassland,366.46,15.10999356,0.32173913,0,0.059854406,NLT
392,115.07,26.74,2,NA,NAA,Forest,932.45,19.06999347,2.235833333,1.12,0.177854963,NLT
393,115.07,26.74,2,NA,NAA,Cropland,1214.82,19.06999347,2.235833333,1.12,0.177854963,NLT
394,114.68,37.88,3,50,1,Cropland,397.85,14.24999358,0.424222222,0.63,0.039501598,NLT
395,103.92,31.62,3,NA,NAA,Forest,434.35,-1.780006064,2.432608696,3.02,0.06447452,LT
396,111.5,23.33,2,NA,NAA,Forest,1714.31,21.78999341,1.316086957,1.26,0.136083141,NLT
397,109.53,36.42,3,1353,2,Shrubland,1006.64,8.34999371,0.913333333,0.65,0.047917549,NLT
398,101.83,30,3,3050,4,Forest,895.63,-0.550006091,0.562608696,0.74,0.054331515,LT
399,109.31,21.73,2,45,1,Forest,1022.72,23.10999338,0.892391304,1.02,0.277353775,NLT
400,110.53,25.19,2,NA,NAA,Forest,977.35,15.53999355,2.14673913,3.07,0.173454724,NLT
401,110.54,25.19,2,NA,NAA,Forest,1305.15,15.53999355,2.14673913,3.07,0.173454724,NLT
402,112.33,22.62,2,NA,NAA,Forest,642.72,21.62999341,2.299333333,0.98,0.166203557,NLT
403,120.75,33.32,3,4,1,Cropland,285.5,NaN,0.42673913,NA,NA,
404,101.27,23.77,2,2180,3,Forest,905.73,17.39999351,3.152391304,1.26,0.055605552,NLT
405,117.72,26.5,2,NA,NAA,Forest,1140.22,18.74999348,4.277555556,1.24,0.09017454,NLT
406,116.38,40.02,4,51,1,Forest,394,12.65999361,0.399347826,0.41,0.033991563,NLT
407,117.97,36.95,3,18,1,Cropland,1006.63,14.31999358,0.72173913,0.63,0.078877144,NLT
408,114.22,37.88,3,350,1,Forest,444.655,13.78999359,0.477826087,0.36,0.052285296,NLT
409,102.97,30.88,3,2700,3,Forest,715.24,0.929993876,1.663913043,0.74,0.062846243,LT
410,112.33,29.8,2,NA,NAA,Wetland,697.1,17.41999351,1.108478261,0.6,0.263883167,NLT
411,116.03,44.8,4,NA,NAA,Grassland,251.67,3.919993809,0.091086957,0.65,0.102047245,NLT
412,113.29,23.1,2,NA,NAA,Grassland,919.8,22.2999934,0.200217391,0.86,0.16198764,NLT
413,119.98,30.1,3,NA,NAA,Forest,1392.64,17.5999935,4.430666667,1.12,0.156148768,NLT
414,100.98,21.82,2,1610,2,Cropland,1213.2,23.33999337,2.202222222,1.26,0.054977015,NLT
415,100.85,21.83,2,1610,2,Cropland,1527.6,21.28999342,3.286,1.17,0.04874406,NLT
416,100.83,21.83,2,1610,2,Forest,1462.8,21.28999342,3.286,1.26,0.04874406,NLT
417,112.52,23.17,2,NA,NAA,Forest,1075.41,22.82999339,5.403913044,1,0.260506662,NLT
418,113.88,29.7,2,160,1,Forest,3560,16.98999352,1.288,1.24,0.404007745,NLT
419,110.98,34.51,3,NA,NAA,Cropland,813.13,14.95999356,0.513913043,0.36,0.084104539,NLT
420,120.16,30.27,3,NA,NAA,Wetland,1273.44,17.6099935,0.85,0.86,0.216582547,NLT
421,114.26,37.88,3,594,1,Grassland,495.18,12.92999361,0.779782609,0.36,0.068647209,NLT
422,114.26,37.88,3,594,1,Cropland,910.98,12.92999361,0.779782609,0.36,0.068647209,NLT
423,103.97,35.74,3,3548,4,Grassland,850.3333333,-1.920006061,0.64173913,3.02,0.073824647,LT
424,105.48,31.27,3,500,1,Cropland,462.8,17.03499352,1.276251208,0.75,0.103897621,NLT
425,109.98,26.92,2,700,1,Cropland,711.45,18.28999349,3.275869565,1.24,0.102333591,NLT
426,114.7,37.88,3,50,1,Cropland,445.3,14.24999358,0.522,0.63,0.03672776,NLT
427,111.93,31.97,3,1400,2,Forest,539.9256026,16.34749353,2.295597826,1.45,0.179135958,NLT
428,102.64,37.96,3,1506,2,Cropland,414.855,9.149993692,0.417041063,1.12,0.065118992,NLT
429,120.8,23.68,2,1120,2,Forest,1141.25,18.07999349,4.092445652,1.8,0.165377464,NLT
430,100.63,22.2,2,700,1,Forest,542.43,20.55999344,4.820434783,0.98,0.069553181,NLT
431,108.9,18.6,1,870,1,Forest,1433.5,24.07999336,2.811086957,1.17,0.59877939,NLT
432,115.05,26.74,2,102,1,Forest,773.1,19.73999346,2.029130435,1.12,0.157953929,NLT
433,126.62,47.43,4,NA,NAA,Cropland,296.5,2.827493833,1.171318841,1.95,0.095771569,LT
434,104.41,36.03,3,2400,3,Cropland,563.925,5.289993778,0.181630435,0.46,0.071933843,NLT
435,116.83,40.5,4,NA,NAA,Wetland,892.332,10.31999367,1.521521739,0.65,0.064946224,NLT
436,102.75,25.05,2,2004,3,Forest,529.25,16.35999353,0.260434783,0.98,0.080863095,NLT
437,125.45,51.4,5,463,1,Forest,920,-2.270006053,1.247608696,0.74,0.095392406,LT
438,103.25,29.53,2,1600,2,Forest,553.5,13.97999358,3.865869565,0.74,0.08399094,NLT
439,112.9,22.68,2,NA,NAA,Shrubland,727,22.2999934,1.535434783,1.26,0.421868514,NLT
440,116.88,34.3,3,265,1,Cropland,371.1,15.77999354,1.001086957,0.7,0.078593593,NLT
441,101.27,21.91,2,596,1,Forest,636.5,22.96999338,4.265,1.17,0.067708145,NLT
442,101.24,21.94,2,585,1,Forest,509,22.96999338,4.484565217,1.12,0.062525355,NLT
443,118.2,29.2,2,375,1,Forest,558.18,15.60999355,4.900434783,3.07,0.094119485,NLT
444,115,37.33,3,NA,NAA,Cropland,1825,14.62999357,0.671304348,0.6,0.058464258,NLT
445,89.74,28.47,2,3260,4,Forest,1280,-2.330006051,0.055869565,1.41,0.076427368,LT
446,89.86,28.47,2,2640,3,Forest,1450,1.389993865,0.046956522,0.65,0.073147269,LT
447,111.45,28.91,2,NA,NAA,Cropland,592.125,17.7337435,1.515625,1.12,0.236152464,NLT
448,116.57,36.83,3,NA,NAA,Cropland,607.45,15.43999355,0.889347826,0.49,0.057935849,NLT
449,107.68,35.2,3,1220,2,Cropland,330,9.479993685,0.700222222,0.65,0.056546071,NLT
450,116.44,40.18,4,NA,NAA,Cropland,1610.28,13.1599936,0.474565217,0.83,0.0289901,NLT
451,107.67,35.21,3,1220,2,Cropland,432.81,11.16249365,0.727392512,0.65,0.070454261,NLT
452,112.2,23.2,2,600,1,Forest,709.13,22.58999339,3.236521739,1.26,0.157697069,NLT
453,121.9,31.22,3,33,1,Wetland,3666.6,NaN,0,NA,0.538981115,
454,121.95,31.15,3,4,1,Wetland,1107.54,NaN,0.196304348,NA,0.538981115,
455,121.9,31.2,3,4,1,Wetland,5692.68,NaN,0,NA,0.473498309,
456,121.95,31.2,3,4,1,Wetland,5084.1,NaN,0,NA,0.538981115,
457,121.96,31.2,3,4,1,Wetland,5840.1,NaN,0,NA,0.538981115,
458,107.22,37.7,3,1530,2,Desert,234.25,8.989993696,0.080217391,0.43,0.087502206,NLT
459,112.5,23.15,2,NA,NAA,Forest,1057.283333,20.87499343,4.211782609,1.26,0.356069261,NLT
460,117.6,26.2,2,NA,NAA,Forest,1055,19.30999346,3.733555556,1.24,0.091179898,NLT
461,117.45,27.7,2,960,1,Forest,957.0666667,15.62999355,3.994347826,1.02,0.144595325,NLT
462,106.8,26.85,2,NA,NAA,Forest,567,12.71999361,1.297391304,1.08,0.083621343,NLT
463,111.94,33.55,3,NA,NAA,Forest,564.6775,10.79999366,3.046521739,0.7,0.057672674,NLT
464,111.13,31.9,3,NA,NAA,Forest,531.15,11.56999364,3.716521739,1.45,0.077606774,NLT
465,105.18,31.25,3,NA,NAA,Forest,688.5933333,17.6999935,0.799782609,0.75,0.123801701,NLT
466,118.16,26.67,2,NA,NAA,Forest,842.89,19.67999346,3.234347826,1.24,0.079331885,NLT
467,119.7,30.45,3,NA,NAA,Forest,1442.68,11.82999363,3.18673913,1.8,0.113167748,NLT
468,109.88,27.05,2,NA,NAA,Forest,612.37,14.28999358,4.003695652,1.16,0.105751973,NLT
469,113.03,28.1,2,NA,NAA,Forest,1039.69,17.8499935,0.363333333,1.12,0.127415954,NLT
470,120.75,33.03,3,NA,NAA,Forest,1084.26625,14.87999356,0.947608696,0.46,0.441659927,NLT
471,114.34,30.03,3,35,1,Forest,230.97,18.06999349,0.841521739,0.83,NA,NLT
472,121.75,31.5,3,NA,NAA,Forest,1228.955,NaN,0.56326087,1.12,0.292555081,
473,103.1,32.75,3,3091,4,Forest,744.706,-1.590006068,0.900444444,3.02,0.083267076,LT
474,113.87,33.32,3,NA,NAA,Forest,410.57,15.68999355,0.767173913,0.98,0.098521589,NLT
475,110.98,30.83,3,NA,NAA,Forest,197.0133333,17.8199935,2.396086957,1.16,0.067979969,NLT
476,121.5,31.5,3,NA,NAA,Forest,901.065,NaN,0.403478261,NA,0.279322595,
477,107.85,35.65,3,1298,2,Cropland,588.6273276,10.57399366,0.604391305,0.65,0.062787433,NLT
478,104.74,35.47,3,2000,3,Cropland,41.1575,6.769993745,0.178222222,0.65,0.051876215,NLT
479,113.13,28.3,2,NA,NAA,Cropland,328.53,17.6599935,1.267173913,1.12,0.405271481,NLT
480,106.45,29.85,2,244,1,Cropland,960.01,18.50999348,1.925,1.45,0.204376909,NLT
481,124,44.5,4,NA,NAA,Cropland,1464.285,5.379993776,0.387391304,2.94,0.09910267,NLT
482,106.25,29.56,2,585,1,Cropland,673.4025,16.73999352,1.666304348,1.12,0.260287894,NLT
483,121.75,31.5,3,NA,NAA,Cropland,1134.585,NaN,0.56326087,1.12,0.292555081,
484,121.5,31.7,3,NA,NAA,Cropland,1047.72,NaN,0.685,0.42,0.482306667,
485,116.43,28.34,2,NA,NAA,Cropland,211.14,18.77135711,0.897866532,1.24,0.209572186,NLT
486,125.52,44.2,4,NA,NAA,Cropland,595.205,5.109993782,0.918695652,1.95,0.109976765,NLT
487,110.98,30.83,3,NA,NAA,Cropland,190.71,17.8199935,2.396086957,1.16,0.067979969,NLT
488,114.34,30.03,3,35,1,Cropland,221.05,18.06999349,0.841521739,0.83,NA,NLT
489,102.58,33.1,3,3480,4,Grassland,355.685,3.354993822,1.151739131,1.95,0.187701182,LT
490,118.5,31.5,3,NA,NAA,Wetland,892.915,16.61999352,0.708478261,1.45,0.298381011,NLT
491,119.6,26.05,2,NA,NAA,Wetland,759.18,20.73999343,0.923695652,0.46,0.455211016,NLT
492,119.62,26,2,NA,NAA,Wetland,1125.71,20.60999344,1.192173913,0.46,0.387013208,NLT
493,120.37,33.5,3,NA,NAA,Wetland,401.505,14.53999357,0.773333333,0.6,0.227603031,NLT
494,121.13,30.3,3,NA,NAA,Wetland,1128.425,17.31999351,0.611086957,0.45,0.219240639,NLT
495,121.75,31.5,3,NA,NAA,Wetland,1028.08,NaN,0.56326087,1.12,0.292555081,
496,121.93,31.52,3,NA,NAA,Wetland,1666.6,NaN,0.794782609,NA,0.442040874,
497,106.84,22.11,2,NA,NAA,Forest,1797.115,21.63453887,2.611132457,0.98,0.095830991,NLT
498,118.99,37.76,3,NA,NAA,Wetland,321.6686,13.4199936,0.454347826,0.6,0.320794953,NLT
499,104.76,35.46,3,2000,3,Cropland,93.31444444,7.709993724,0.282391304,0.65,0.074997728,NLT
500,119.75,30.17,3,NA,NAA,Forest,1225.1,17.37999351,1.521086957,3.07,0.049363399,NLT
501,108.01,34.3,3,516,1,Cropland,190.8987641,14.279236,0.565517357,1.12,0.084378337,NLT
502,111.32,30.72,3,NA,NAA,Wetland,40.47,16.84999352,1.386956522,0.75,0.185305389,NLT
503,106.82,22.45,2,NA,NAA,Forest,732.9259223,22.58999339,2.075,1.2,0.087235129,NLT
504,119.17,32.3,3,69,1,Forest,819.305,16.56499353,1.009891304,1.12,0.394467563,NLT
505,109.08,18.75,1,820,1,Forest,1239,21.78999341,5.445652174,0.98,0.220323071,NLT
506,109.42,36.42,3,1353,2,Cropland,951.36,9.159993692,1.015217391,0.79,0.067529801,NLT
507,119.29,29.48,2,NA,NAA,Cropland,980.71,18.47999348,3.033695652,3.07,0.072288141,NLT
508,109.58,26.78,2,NA,NAA,Forest,168.822,16.75817534,3.078786653,1.8,0.089806581,NLT
509,110.1,21.3,2,NA,NAA,Forest,1041.802,23.86999336,1.206304348,2.25,0.273282955,NLT
510,116.3,44.1,4,1129,2,Grassland,332.2,4.239993802,0.158043478,1.28,0.103633481,NLT
511,109.4,35.8,3,1072,2,Cropland,550.88,12.30999362,0.912826087,0.65,0.078967274,NLT
512,100.2,25.7,2,1980,2,Cropland,345.5,12.08999363,2.131086957,0,NA,NLT
513,115.5,38.9,3,NA,NAA,Cropland,205.7,13.3549936,0.542934783,0.63,0.050888724,NLT
514,116.7,43.6,4,1270,2,Grassland,257.2466667,2.949993831,0.177391304,0.5,0.106347941,LT
515,103.28,30.41,3,560,1,Wetland,977.8,15.04999356,2.895434783,0.75,0.068433329,NLT
516,117.08,33.69,3,27,1,Cropland,736.88,15.92726627,0.987310415,0.6,0.099933967,NLT
517,119.42,30.14,3,150,1,Forest,902.65,14.79749357,3.275652174,3.07,0.068431465,NLT
518,103.38,30.33,3,NA,NAA,Cropland,46.25666667,16.64999352,2.229347826,2.41,0.096074173,NLT
519,122.17,53.24,5,NA,NAA,Wetland,426.6266667,-4.280006008,1.959130435,0.74,0.148992672,LT
520,127.44,45.37,4,506,1,Forest,579.0125,3.852266538,1.960768453,0.82,0.143411399,NLT
521,118.25,37.36,3,NA,NAA,Wetland,357.07,15.18666022,0.775072464,0.42,0.084376684,NLT
522,118.33,28.37,2,NA,NAA,Forest,860.11,17.20953897,1.075869565,6.74,0.122330227,NLT
523,106.86,22.05,2,300,1,Forest,851.47,20.70317525,2.446370071,1.45,0.090561496,NLT
524,119.21,30.1,3,NA,NAA,Forest,415.735,14.68999357,2.889347827,1.8,0.073453991,NLT
525,108.94,18.64,1,NA,NAA,Forest,993.763,21.90599341,6.718217391,0.73,0.34321875,NLT
526,125.33,44.12,4,NA,NAA,Cropland,136.5393548,6.219993758,1.025071373,1.95,0.091475345,NLT
527,119.4,30.28,3,380,1,Forest,1196.223333,17.00999352,2.648913043,3.07,0.071227184,NLT
528,113.18,28.24,2,NA,NAA,Forest,1213.2,17.7799935,0.690217391,1.45,0.07253928,NLT
529,119.42,25.58,2,10,1,Forest,1120.75,21.36999342,0.688913043,0.98,NA,NLT
530,112.46,30.53,3,NA,NAA,Cropland,774.0625,17.42999351,0.85326087,1.12,0.411175796,NLT
531,83.2,44.52,4,NA,NAA,Forest,145.515,6.909993742,0.104565217,0.41,0.093942147,NLT
532,111.13,32.45,3,NA,NAA,Forest,563.275,13.92999359,3.020978261,0.4,0.174635831,NLT
533,117.36,26.19,2,300,1,Forest,669.835,19.44499346,5.246521739,1.24,0.057234698,NLT
534,120,33.68,3,350,1,Forest,1073.486667,15.26999356,1.086956522,0.6,0.163818188,NLT
535,114.3,34.82,3,NA,NAA,Grassland,1045.42,15.69999355,0.485434783,0.6,0.069621465,NLT
536,119.5,30.2,3,150,1,Forest,379.46,15.06499356,3.297826087,3.07,0.048313376,NLT
537,118.71,32.21,3,NA,NAA,Cropland,698.18,16.7277208,0.734347826,1.12,0.106169394,NLT
538,110.92,30.77,3,825,1,Forest,1096.51,14.29999358,2.391521739,1.2,0.106151648,NLT
539,115.81,28.75,2,NA,NAA,Forest,3325.02,19.40999346,1.857608696,1.12,0.534552366,NLT
540,104.58,27.58,2,NA,NAA,Forest,1023.99,12.29862999,2.709848332,1.16,0.0720271,NLT
541,121.95,31.53,3,NA,NAA,Wetland,316.43,NaN,0.776304348,NA,NA,
542,112.53,22.78,2,42,1,Forest,1992.42,22.75999339,2.306304348,1.12,0.20944554,NLT
